Reservoir,Scenario,GRP
ACL,Hypoxia,0.022042849
ACL,Hypoxia,0.019979833
ACL,Hypoxia,0.004484255
ACL,Hypoxia,-0.006896867
ACL,Hypoxia,0.022305654
ACL,Hypoxia,0.020099573
ACL,Hypoxia,-2.43E-06
ACL,Hypoxia,-0.006895978
ACL,Hypoxia,0.022462163
ACL,Hypoxia,0.019922189
ACL,Hypoxia,-0.004066213
ACL,Hypoxia,0.022522318
ACL,Hypoxia,0.01929132
ACL,Hypoxia,-0.005917308
ACL,Hypoxia,-0.006894347
ACL,Hypoxia,0.022449855
ACL,Hypoxia,0.017819797
ACL,Hypoxia,-0.006577551
ACL,Hypoxia,-0.006893607
ACL,Hypoxia,0.022339655
ACL,Hypoxia,0.016203651
ACL,Hypoxia,-0.006798963
ACL,Hypoxia,-0.006892914
ACL,Hypoxia,0.022309732
ACL,Hypoxia,0.015135957
ACL,Hypoxia,-0.006855529
ACL,Hypoxia,0.022338391
ACL,Hypoxia,0.014492952
ACL,Hypoxia,-0.006844507
ACL,Hypoxia,0.022393462
ACL,Hypoxia,0.014095445
ACL,Hypoxia,-0.006807135
ACL,Hypoxia,0.022473999
ACL,Hypoxia,0.013903894
ACL,Hypoxia,-0.006763991
ACL,Hypoxia,0.022580903
ACL,Hypoxia,0.013901377
ACL,Hypoxia,-0.006725609
ACL,Hypoxia,0.022700588
ACL,Hypoxia,0.014026628
ACL,Hypoxia,-0.006696657
ACL,Hypoxia,0.020553872
ACL,Hypoxia,0.020599512
ACL,Hypoxia,-0.007485371
ACL,Hypoxia,0.020713067
ACL,Hypoxia,0.020705506
ACL,Hypoxia,-0.007472368
ACL,Hypoxia,0.02095826
ACL,Hypoxia,0.020931774
ACL,Hypoxia,-0.007430864
ACL,Hypoxia,0.021172578
ACL,Hypoxia,0.021282383
ACL,Hypoxia,-0.007313548
ACL,Hypoxia,-0.006903222
ACL,Hypoxia,0.021317706
ACL,Hypoxia,0.021684169
ACL,Hypoxia,-0.006980555
ACL,Hypoxia,-0.00690535
ACL,Hypoxia,0.021361831
ACL,Hypoxia,0.021802724
ACL,Hypoxia,-0.006018094
ACL,Hypoxia,-0.006906568
ACL,Hypoxia,0.021246306
ACL,Hypoxia,0.021558563
ACL,Hypoxia,-0.003329915
ACL,Hypoxia,-0.006906805
ACL,Hypoxia,0.021139198
ACL,Hypoxia,0.021479577
ACL,Hypoxia,0.003246736
ACL,Hypoxia,-0.00690651
ACL,Hypoxia,0.021074849
ACL,Hypoxia,0.02124719
ACL,Hypoxia,0.012355869
ACL,Hypoxia,-0.006905897
ACL,Hypoxia,0.020977252
ACL,Hypoxia,0.020764527
ACL,Hypoxia,0.017402493
ACL,Hypoxia,-0.006905047
ACL,Hypoxia,0.020870127
ACL,Hypoxia,0.020303896
ACL,Hypoxia,0.018719521
ACL,Hypoxia,-0.006904028
ACL,Hypoxia,0.020934261
ACL,Hypoxia,0.02015688
ACL,Hypoxia,0.018554211
ACL,Hypoxia,-0.006902907
ACL,Hypoxia,0.021317839
ACL,Hypoxia,0.020166511
ACL,Hypoxia,0.01696916
ACL,Hypoxia,-0.006901739
ACL,Hypoxia,0.021519961
ACL,Hypoxia,0.019446831
ACL,Hypoxia,0.014729944
ACL,Hypoxia,-0.006900568
ACL,Hypoxia,0.021053201
ACL,Hypoxia,0.018689051
ACL,Hypoxia,0.01314107
ACL,Hypoxia,-0.006899424
ACL,Hypoxia,0.021607874
ACL,Hypoxia,0.019306892
ACL,Hypoxia,0.011446326
ACL,Hypoxia,-0.006898325
ACL,Hypoxia,0.022091285
ACL,Hypoxia,0.020255369
ACL,Hypoxia,0.007571134
ACL,Hypoxia,-0.006897284
ACL,Hypoxia,0.0223371
ACL,Hypoxia,0.020527813
ACL,Hypoxia,-0.000163414
ACL,Hypoxia,-0.006896305
ACL,Hypoxia,0.022444131
ACL,Hypoxia,0.020404572
ACL,Hypoxia,-0.00524351
ACL,Hypoxia,-0.00689539
ACL,Hypoxia,0.022481348
ACL,Hypoxia,0.01990051
ACL,Hypoxia,-0.0067129
ACL,Hypoxia,-0.006894538
ACL,Hypoxia,0.022416646
ACL,Hypoxia,0.018124654
ACL,Hypoxia,-0.007066703
ACL,Hypoxia,-0.006893748
ACL,Hypoxia,0.022325785
