Reservoir,Scenario,GRP
ACL,Hypoxia,0.008955138
ACL,Hypoxia,0.002460853
ACL,Hypoxia,0.008943
ACL,Hypoxia,0.003088726
ACL,Hypoxia,-0.003792495
ACL,Hypoxia,0.008958733
ACL,Hypoxia,0.003011537
ACL,Hypoxia,-0.004322377
ACL,Hypoxia,0.008900298
ACL,Hypoxia,0.002435672
ACL,Hypoxia,-0.004861225
ACL,Hypoxia,0.008661932
ACL,Hypoxia,0.002339822
ACL,Hypoxia,0.008355678
ACL,Hypoxia,0.002616412
ACL,Hypoxia,-0.005811107
ACL,Hypoxia,0.00822919
ACL,Hypoxia,0.002864189
ACL,Hypoxia,0.008069484
ACL,Hypoxia,0.002490334
ACL,Hypoxia,0.007538938
ACL,Hypoxia,0.001050524
ACL,Hypoxia,0.007283595
ACL,Hypoxia,-0.000640345
ACL,Hypoxia,-0.006853837
ACL,Hypoxia,0.007750769
ACL,Hypoxia,-0.000377518
ACL,Hypoxia,-0.006985833
ACL,Hypoxia,0.0082376
ACL,Hypoxia,0.000894316
ACL,Hypoxia,-0.007090351
ACL,Hypoxia,0.008512928
ACL,Hypoxia,0.001982942
ACL,Hypoxia,-0.007175495
ACL,Hypoxia,0.008640561
ACL,Hypoxia,0.002710188
ACL,Hypoxia,-0.007247089
ACL,Hypoxia,0.008693537
ACL,Hypoxia,0.00315534
ACL,Hypoxia,-0.007309182
ACL,Hypoxia,0.008718411
ACL,Hypoxia,0.003439478
ACL,Hypoxia,0.008736883
ACL,Hypoxia,0.008329386
ACL,Hypoxia,0.00859593
ACL,Hypoxia,0.0052092
ACL,Hypoxia,0.008784233
ACL,Hypoxia,0.004506033
ACL,Hypoxia,0.00886878
ACL,Hypoxia,0.00411835
ACL,Hypoxia,-0.002736606
ACL,Hypoxia,0.008875816
ACL,Hypoxia,0.004058774
ACL,Hypoxia,-0.003346451
ACL,Hypoxia,0.008825499
ACL,Hypoxia,0.003726255
ACL,Hypoxia,-0.004005994
ACL,Hypoxia,0.008567422
ACL,Hypoxia,0.003079336
ACL,Hypoxia,-0.004688169
ACL,Hypoxia,0.007748611
ACL,Hypoxia,0.002490392
ACL,Hypoxia,-0.005323624
ACL,Hypoxia,0.006739644
ACL,Hypoxia,0.002425311
