Lake,Trip_Date,SampSite,UTMEasting,UTMNorthing,ReadDepth,Temp,DO
Burr Oak,8/6/2015,34,411583,4376061,2,27.2,11.33
Burr Oak,8/6/2015,34,411583,4376061,3,27.1,11.31
Burr Oak,8/6/2015,34,411583,4376061,4,24.2,0.34
Burr Oak,8/6/2015,34,411583,4376061,5,22.1,0.28
Burr Oak,8/6/2015,35,410684,4376106,0,27.1,11.5
Burr Oak,8/6/2015,35,410684,4376106,1,27.1,11.58
Burr Oak,8/6/2015,35,410684,4376106,2,27.1,11.22
Burr Oak,8/6/2015,35,410684,4376106,3,27.1,9.47
Burr Oak,8/6/2015,35,410684,4376106,4,24.7,0.29
Burr Oak,8/6/2015,20,410792,4376330,0,27.1,10.91
Burr Oak,8/6/2015,20,410792,4376330,1,27.1,11.25
Burr Oak,8/6/2015,20,410792,4376330,2,27.1,11.37
Burr Oak,8/6/2015,20,410792,4376330,3,27.1,10.29
Burr Oak,8/6/2015,20,410792,4376330,4,24.1,0.49
Burr Oak,8/6/2015,15,410904,4376572,0,27.1,10.8
Burr Oak,8/6/2015,15,410904,4376572,1,27.1,10.81
Burr Oak,8/6/2015,15,410904,4376572,2,27.1,10.59
Burr Oak,8/6/2015,15,410904,4376572,3,26.9,6.5
Burr Oak,8/6/2015,21,410992,4376432,0,27,11.18
Burr Oak,8/6/2015,21,410992,4376432,1,27,11.2
Burr Oak,8/6/2015,21,410992,4376432,2,27,7.31
Burr Oak,8/6/2015,21,410992,4376432,3,26.7,6.73
Burr Oak,8/6/2015,21,410992,4376432,4,24.4,0.2
Burr Oak,8/6/2015,16,411137,4376640,0,27,10.88
Burr Oak,8/6/2015,16,411137,4376640,1,27.1,10.91
Burr Oak,8/6/2015,16,411137,4376640,2,27.1,10.86
Burr Oak,8/6/2015,16,411137,4376640,3,26.5,3.15
Burr Oak,8/6/2015,17,411385,4376577,0,27,10.14
Burr Oak,8/6/2015,17,411385,4376577,1,27.1,10.09
Burr Oak,8/6/2015,17,411385,4376577,2,27.1,10.07
Burr Oak,8/6/2015,17,411385,4376577,3,26.2,2.83
Burr Oak,8/6/2015,17,411385,4376577,4,24.2,0.2
Burr Oak,8/6/2015,18,411150,4376612,0,27,10.22
Burr Oak,8/6/2015,18,411150,4376612,1,27.1,10.27
Burr Oak,8/6/2015,18,411150,4376612,2,27.1,10.12
Burr Oak,8/6/2015,18,411150,4376612,3,26.1,1.17
Burr Oak,8/6/2015,18,411150,4376612,4,24.9,0.17
Burr Oak,8/6/2015,12,411535,4376804,0,27.1,9.93
Burr Oak,8/6/2015,12,411535,4376804,1,27.1,10
Burr Oak,8/6/2015,12,411535,4376804,2,27.1,10.1
Burr Oak,8/6/2015,12,411535,4376804,3,25,0.65
Burr Oak,8/6/2015,9,411533,4377016,0,27.1,9.81
Burr Oak,8/6/2015,9,411533,4377016,1,27.1,9.73
Burr Oak,8/6/2015,9,411533,4377016,2,27.1,9.7
Burr Oak,8/6/2015,9,411533,4377016,3,26,0.59
Burr Oak,8/6/2015,8,411303,4377085,0,27,9.99
Burr Oak,8/6/2015,8,411303,4377085,1,27.1,9.81
Burr Oak,8/6/2015,8,411303,4377085,2,27.1,9.8
Burr Oak,8/6/2015,8,411303,4377085,3,26.1,0.55
Burr Oak,8/6/2015,7,411203,4377104,0,27,9.1
Burr Oak,8/6/2015,7,411203,4377104,1,27.1,8.99
Burr Oak,8/6/2015,7,411203,4377104,2,27.1,9.01
Burr Oak,8/6/2015,7,411203,4377104,3,26.2,0.4
Burr Oak,8/6/2015,5,411142,4377192,0,27,8.66
Burr Oak,8/6/2015,5,411142,4377192,1,27.1,8.87
Burr Oak,8/6/2015,5,411142,4377192,2,27.1,8.83
Burr Oak,8/6/2015,5,411142,4377192,3,26.2,0.2
Burr Oak,8/6/2015,3,411180,4377353,0,27,8.53
Burr Oak,8/6/2015,3,411180,4377353,1,27.1,8.65
Burr Oak,8/6/2015,3,411180,4377353,2,27.1,8.61
Burr Oak,8/6/2015,3,411180,4377353,3,26.3,0.5
Burr Oak,8/6/2015,1,411230,4377619,0,27.1,7.41
Burr Oak,8/6/2015,1,411230,4377619,1,27.1,7.42
Burr Oak,8/6/2015,1,411230,4377619,2,27.1,7.14
Burr Oak,8/4/2016,WQ,409204,4377499,0,31.3,10.55
Burr Oak,8/4/2016,WQ,409204,4377499,1,31,11.13
Burr Oak,8/4/2016,WQ,409204,4377499,2,30.4,11.4
Burr Oak,8/4/2016,WQ,409204,4377499,3,27.8,9.89
Burr Oak,8/4/2016,WQ,409204,4377499,4,25.2,2.79
Burr Oak,8/4/2016,WQ,409204,4377499,5,21.4,0.08
Burr Oak,8/4/2016,WQ,409204,4377499,6,16.8,0.06
Burr Oak,8/4/2016,WQ,409204,4377499,7,14.4,0.06
Burr Oak,8/4/2016,WQ,409204,4377499,8,13.1,0.06
Burr Oak,8/4/2016,,409317,4377313,0,30.8,11.15
Burr Oak,8/4/2016,,409317,4377313,1,30.5,11.2
Burr Oak,8/4/2016,,409317,4377313,2,30,11.35
Burr Oak,8/4/2016,,409317,4377313,3,27.9,10.99
Burr Oak,8/4/2016,,409317,4377313,4,25.2,2.14
Burr Oak,8/4/2016,,409317,4377313,5,20.9,0.07
Burr Oak,8/4/2016,,409317,4377313,6,17,0.06
Burr Oak,8/4/2016,,409317,4377313,7,14.6,0.06
Burr Oak,8/4/2016,,409317,4377313,8,13.1,0.05
